,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
20877,28,technician,single,tertiary,no,-123,no,yes,cellular,23,jul,690,1,-1,0,unknown,yes
20888,33,services,divorced,secondary,no,44,no,yes,cellular,23,jul,529,1,-1,0,unknown,yes
20911,32,management,single,secondary,no,131,yes,yes,cellular,23,jul,1152,2,-1,0,unknown,yes
20941,32,blue-collar,married,secondary,no,476,yes,no,cellular,23,jul,956,9,-1,0,unknown,yes
20947,47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,957,3,-1,0,unknown,yes
20967,50,entrepreneur,married,tertiary,no,-168,yes,no,cellular,23,jul,1327,2,-1,0,unknown,yes
20975,32,blue-collar,single,secondary,no,799,no,yes,cellular,23,jul,2078,6,-1,0,unknown,yes
20991,28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
20992,27,technician,married,secondary,no,-392,yes,no,cellular,23,jul,228,2,-1,0,unknown,yes
20994,45,admin.,married,secondary,no,524,yes,no,cellular,23,jul,808,1,-1,0,unknown,yes
21003,51,admin.,single,secondary,no,895,no,no,cellular,23,jul,638,2,-1,0,unknown,yes
21018,36,admin.,married,secondary,no,212,yes,yes,cellular,23,jul,1201,6,-1,0,unknown,yes
21020,51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,unknown,yes
21036,33,services,single,tertiary,no,395,yes,no,cellular,23,jul,1359,6,-1,0,unknown,yes
21038,59,technician,married,secondary,no,135,yes,yes,cellular,23,jul,416,4,-1,0,unknown,yes
21044,38,entrepreneur,married,tertiary,no,0,no,no,cellular,23,jul,532,2,-1,0,unknown,yes
21066,40,services,married,secondary,no,471,yes,no,cellular,24,jul,430,4,-1,0,unknown,yes
21116,51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,-1,0,unknown,yes
21119,41,entrepreneur,single,secondary,no,663,no,no,cellular,24,jul,1204,1,-1,0,unknown,yes
21157,55,retired,divorced,secondary,no,-268,no,yes,cellular,24,jul,1417,1,-1,0,unknown,yes
21158,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
21161,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
21162,28,admin.,single,secondary,no,2,yes,no,cellular,24,jul,454,1,-1,0,unknown,yes
21194,41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown,yes
21213,33,management,divorced,tertiary,no,990,yes,no,cellular,24,jul,1491,2,-1,0,unknown,yes
21245,25,student,single,secondary,no,1747,yes,no,cellular,24,jul,903,1,-1,0,unknown,yes
21249,45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,8,-1,0,unknown,yes
21254,25,technician,single,secondary,no,4718,no,no,cellular,24,jul,709,1,-1,0,unknown,yes
21283,31,blue-collar,married,primary,no,33,yes,no,cellular,24,jul,901,2,-1,0,unknown,yes
21332,28,services,single,secondary,no,340,yes,no,cellular,24,jul,821,2,-1,0,unknown,yes
21334,49,technician,divorced,secondary,no,305,no,no,cellular,24,jul,367,2,-1,0,unknown,yes
21362,25,services,married,secondary,no,0,yes,no,cellular,24,jul,458,9,-1,0,unknown,yes
21363,28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,1602,6,-1,0,unknown,yes
21376,54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,-1,0,unknown,yes
21385,28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,2,-1,0,unknown,yes
21392,27,technician,single,tertiary,no,372,yes,yes,cellular,25,jul,728,2,-1,0,unknown,yes
21402,49,blue-collar,single,primary,no,566,yes,no,cellular,25,jul,979,2,-1,0,unknown,yes
21406,53,blue-collar,married,primary,no,343,yes,no,cellular,25,jul,616,5,-1,0,unknown,yes
21418,26,technician,single,secondary,no,941,no,yes,cellular,25,jul,784,1,-1,0,unknown,yes
21421,37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,unknown,yes
21422,34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,-1,0,unknown,yes
21426,33,admin.,married,secondary,no,82,yes,no,cellular,25,jul,735,1,-1,0,unknown,yes
21441,35,management,divorced,tertiary,no,1723,yes,no,cellular,25,jul,862,1,-1,0,unknown,yes
21481,51,retired,married,primary,no,1495,no,no,telephone,25,jul,1946,4,-1,0,unknown,yes
21517,39,housemaid,married,secondary,no,1444,no,no,telephone,25,jul,362,8,-1,0,unknown,yes
21549,35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,yes
21552,51,unemployed,married,primary,no,1162,yes,no,cellular,25,jul,2015,1,-1,0,unknown,yes
21581,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
21604,42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown,yes
21608,54,management,married,secondary,no,1134,yes,no,cellular,25,jul,1330,3,-1,0,unknown,yes
21615,51,blue-collar,married,primary,no,0,yes,yes,cellular,25,jul,946,3,-1,0,unknown,yes
21625,57,retired,divorced,primary,no,63,no,yes,cellular,25,jul,1448,17,-1,0,unknown,yes
21631,30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,yes
21636,37,blue-collar,single,secondary,no,5024,no,yes,cellular,25,jul,661,4,-1,0,unknown,yes
21651,39,technician,married,secondary,no,10685,yes,no,cellular,25,jul,1369,9,-1,0,unknown,yes
21652,35,technician,married,tertiary,no,1629,no,no,cellular,25,jul,653,4,-1,0,unknown,yes
21703,48,management,married,secondary,no,268,yes,no,cellular,28,jul,458,7,-1,0,unknown,yes
21708,45,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,365,4,-1,0,unknown,yes
21714,31,management,married,tertiary,no,0,yes,yes,cellular,28,jul,664,8,-1,0,unknown,yes
21723,35,self-employed,married,secondary,no,5613,yes,no,cellular,28,jul,699,3,-1,0,unknown,yes
21740,48,housemaid,married,secondary,no,513,no,yes,cellular,28,jul,939,3,-1,0,unknown,yes
21749,43,services,married,secondary,no,-236,yes,no,cellular,28,jul,745,7,-1,0,unknown,yes
21766,43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,-1,0,unknown,yes
21781,49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,-1,0,unknown,yes
21800,53,housemaid,married,primary,no,362,no,no,cellular,28,jul,1169,2,-1,0,unknown,yes
21801,48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,431,2,-1,0,unknown,yes
21807,27,technician,single,secondary,no,3933,no,no,cellular,28,jul,837,3,-1,0,unknown,yes
21813,55,technician,married,secondary,no,3899,yes,no,telephone,28,jul,596,4,-1,0,unknown,yes
21865,40,services,married,secondary,no,473,yes,no,cellular,28,jul,383,3,-1,0,unknown,yes
21883,40,self-employed,single,tertiary,no,1616,no,no,telephone,28,jul,1009,7,-1,0,unknown,yes
21889,38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,-1,0,unknown,yes
21901,54,retired,single,secondary,no,129,no,yes,cellular,28,jul,867,2,-1,0,unknown,yes
21920,54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,unknown,yes
21976,50,admin.,single,secondary,no,133,no,no,cellular,28,jul,890,4,-1,0,unknown,yes
21994,27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,17,-1,0,unknown,yes
22067,48,management,divorced,tertiary,no,2263,no,no,cellular,29,jul,874,2,-1,0,unknown,yes
22100,41,services,married,unknown,no,1538,no,no,cellular,29,jul,710,2,-1,0,unknown,yes
22109,51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,600,2,-1,0,unknown,yes
22163,42,technician,single,tertiary,no,2625,no,no,cellular,29,jul,2516,2,-1,0,unknown,yes
22218,33,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,454,6,-1,0,unknown,yes
22230,58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,2,-1,0,unknown,yes
22250,47,unemployed,married,secondary,no,312,no,no,cellular,29,jul,884,1,-1,0,unknown,yes
22283,58,admin.,married,secondary,no,145,yes,no,telephone,29,jul,616,13,-1,0,unknown,yes
22285,60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes
22301,41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808,3,-1,0,unknown,yes
22315,46,admin.,married,secondary,no,659,yes,no,telephone,29,jul,1127,11,-1,0,unknown,yes
22391,50,admin.,married,secondary,no,2678,no,no,telephone,30,jul,1011,6,-1,0,unknown,yes
22394,46,housemaid,married,secondary,no,271,yes,no,cellular,30,jul,1013,29,-1,0,unknown,yes
22399,47,management,single,tertiary,no,255,no,yes,cellular,30,jul,802,4,-1,0,unknown,yes
22418,44,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,684,2,-1,0,unknown,yes
22420,46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,-1,0,unknown,yes
22424,36,services,married,secondary,no,0,no,no,cellular,30,jul,843,2,-1,0,unknown,yes
22433,39,blue-collar,married,unknown,no,1181,yes,no,cellular,30,jul,650,2,-1,0,unknown,yes
22447,58,management,divorced,secondary,no,3161,no,no,telephone,30,jul,542,2,-1,0,unknown,yes
22522,44,unemployed,single,primary,yes,-4,no,yes,cellular,30,jul,788,2,-1,0,unknown,yes
22526,49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988,2,-1,0,unknown,yes
22536,55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes
22541,52,unemployed,married,primary,no,959,no,no,telephone,30,jul,694,2,-1,0,unknown,yes
22544,37,services,married,secondary,no,4151,yes,yes,cellular,30,jul,543,4,-1,0,unknown,yes
22547,60,retired,divorced,secondary,no,1091,no,no,cellular,30,jul,441,5,-1,0,unknown,yes
22563,41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,yes
22568,36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,-1,0,unknown,yes
22571,41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,-1,0,unknown,yes
22589,50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown,yes
22593,44,housemaid,married,primary,no,-156,no,yes,cellular,30,jul,1211,2,-1,0,unknown,yes
22602,54,technician,married,secondary,no,114,no,no,cellular,30,jul,458,3,-1,0,unknown,yes
22647,35,management,married,tertiary,no,-468,yes,no,cellular,30,jul,540,8,-1,0,unknown,yes
22682,59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes
22686,42,entrepreneur,married,unknown,no,206,yes,no,cellular,30,jul,695,2,-1,0,unknown,yes
22692,27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,-1,0,unknown,yes
22710,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,yes
22716,36,housemaid,married,primary,no,78,yes,no,telephone,30,jul,2692,9,-1,0,unknown,yes
22719,59,housemaid,divorced,primary,no,2518,no,no,cellular,30,jul,675,3,-1,0,unknown,yes
22737,43,admin.,married,secondary,no,378,no,no,cellular,30,jul,782,8,-1,0,unknown,yes
22759,39,technician,single,secondary,no,391,no,yes,cellular,30,jul,962,4,-1,0,unknown,yes
22764,33,unemployed,married,secondary,no,-144,no,no,cellular,30,jul,481,3,-1,0,unknown,yes
22817,36,self-employed,single,tertiary,no,1240,no,no,cellular,31,jul,812,3,-1,0,unknown,yes
22831,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,unknown,yes
22840,50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes
22841,55,technician,married,secondary,no,264,yes,yes,cellular,31,jul,1150,5,-1,0,unknown,yes
22903,51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,574,2,-1,0,unknown,yes
22931,48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,725,4,-1,0,unknown,yes
22958,55,housemaid,divorced,primary,no,77,no,no,cellular,31,jul,463,6,-1,0,unknown,yes
22968,30,services,married,secondary,no,48,yes,no,cellular,31,jul,662,13,-1,0,unknown,yes
22969,53,blue-collar,married,primary,no,252,no,no,cellular,31,jul,727,4,-1,0,unknown,yes
23011,40,blue-collar,married,secondary,no,1954,no,no,cellular,31,jul,1107,2,-1,0,unknown,yes
23037,44,technician,married,primary,no,755,no,yes,cellular,31,jul,829,4,-1,0,unknown,yes
23039,51,self-employed,married,tertiary,no,5350,yes,yes,cellular,31,jul,612,4,-1,0,unknown,yes
23052,58,management,married,secondary,no,-382,no,no,cellular,31,jul,644,12,-1,0,unknown,yes
23061,40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,6,-1,0,unknown,yes
23077,35,management,married,tertiary,no,1731,no,no,cellular,31,jul,361,4,-1,0,unknown,yes
23146,49,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212,4,-1,0,unknown,yes
23215,40,blue-collar,married,primary,no,57,yes,no,cellular,31,jul,1007,9,-1,0,unknown,yes
23257,48,admin.,married,primary,no,3644,yes,yes,telephone,31,jul,1039,9,-1,0,unknown,yes
23292,40,admin.,married,secondary,no,341,no,no,cellular,31,jul,1142,5,-1,0,unknown,yes
23301,58,unemployed,married,primary,no,1183,no,no,cellular,31,jul,1721,5,-1,0,unknown,yes
23332,49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,unknown,yes
23369,38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,-1,0,unknown,yes
23405,51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,aug,870,1,-1,0,unknown,yes
23415,36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,yes
23440,55,retired,married,secondary,no,0,no,no,cellular,4,aug,1110,1,-1,0,unknown,yes
23477,52,management,married,tertiary,no,7192,no,no,cellular,4,aug,1486,1,-1,0,unknown,yes
23514,43,technician,married,tertiary,no,0,no,no,cellular,4,aug,1488,2,-1,0,unknown,yes
23520,60,management,divorced,secondary,no,0,no,no,cellular,5,aug,603,3,-1,0,unknown,yes
23525,57,retired,married,secondary,no,466,no,no,cellular,5,aug,641,2,-1,0,unknown,yes
23527,41,technician,married,tertiary,no,515,no,no,cellular,5,aug,837,2,-1,0,unknown,yes
23531,50,technician,married,tertiary,no,2313,no,no,cellular,5,aug,553,1,-1,0,unknown,yes
23539,53,blue-collar,married,secondary,no,-8,no,no,cellular,5,aug,794,1,-1,0,unknown,yes
23543,59,retired,married,primary,no,1634,yes,yes,cellular,5,aug,836,1,-1,0,unknown,yes
23558,59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1134,1,-1,0,unknown,yes
23565,33,management,married,tertiary,no,679,no,no,cellular,5,aug,1109,2,-1,0,unknown,yes
23566,52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,607,3,-1,0,unknown,yes
23581,58,management,divorced,tertiary,no,1257,no,no,cellular,5,aug,1536,1,-1,0,unknown,yes
23583,58,unknown,married,unknown,no,1547,no,no,telephone,5,aug,1186,4,-1,0,unknown,yes
23587,59,retired,married,primary,no,3400,yes,no,cellular,5,aug,515,3,-1,0,unknown,yes
23615,51,admin.,married,secondary,no,949,no,no,cellular,5,aug,1092,1,-1,0,unknown,yes
23620,50,admin.,married,secondary,no,4855,no,no,cellular,5,aug,720,2,-1,0,unknown,yes
23633,49,technician,single,secondary,no,1377,no,no,cellular,5,aug,935,1,-1,0,unknown,yes
23635,33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,unknown,yes
23638,55,blue-collar,married,primary,no,512,no,no,cellular,5,aug,1200,2,-1,0,unknown,yes
23640,42,technician,married,tertiary,no,921,no,no,cellular,5,aug,531,3,-1,0,unknown,yes
23649,52,services,married,secondary,no,1000,no,no,cellular,5,aug,766,2,-1,0,unknown,yes
23655,38,technician,married,tertiary,no,202,no,no,cellular,5,aug,1311,2,-1,0,unknown,yes
23676,55,technician,married,tertiary,no,169,no,yes,cellular,5,aug,618,2,-1,0,unknown,yes
23678,49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
23690,56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,-1,0,unknown,yes
23699,46,technician,married,secondary,no,940,no,no,cellular,5,aug,1227,2,-1,0,unknown,yes
23722,57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,1357,4,-1,0,unknown,yes
23726,61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown,yes
23733,45,admin.,married,secondary,no,925,no,no,cellular,6,aug,406,2,-1,0,unknown,yes
23740,39,management,married,tertiary,no,1836,no,no,cellular,6,aug,902,3,-1,0,unknown,yes
23742,46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown,yes
23752,34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,-1,0,unknown,yes
23762,43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,-1,0,unknown,yes
23764,34,services,married,secondary,no,2956,no,no,cellular,6,aug,835,2,-1,0,unknown,yes
23770,35,management,divorced,tertiary,no,146,no,no,cellular,6,aug,720,2,-1,0,unknown,yes
23772,36,management,divorced,tertiary,yes,36,no,no,cellular,6,aug,836,4,-1,0,unknown,yes
23783,45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,490,2,-1,0,unknown,yes
23798,47,technician,married,secondary,no,2480,no,no,cellular,6,aug,763,2,-1,0,unknown,yes
23803,42,technician,married,tertiary,no,14282,yes,no,cellular,6,aug,649,4,-1,0,unknown,yes
23806,34,blue-collar,married,secondary,no,182,no,no,cellular,6,aug,938,2,-1,0,unknown,yes
23812,40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,6,-1,0,unknown,yes
23821,40,technician,divorced,secondary,no,311,no,no,cellular,6,aug,738,2,-1,0,unknown,yes
23848,32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,yes
23857,33,technician,single,secondary,no,3059,no,yes,cellular,6,aug,482,2,-1,0,unknown,yes
23890,32,self-employed,married,tertiary,no,1423,no,no,cellular,6,aug,1249,4,-1,0,unknown,yes
23898,46,blue-collar,married,primary,no,874,no,no,cellular,6,aug,996,1,-1,0,unknown,yes
23964,50,admin.,married,secondary,no,706,yes,no,cellular,6,aug,1250,4,-1,0,unknown,yes
23965,51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown,yes
23966,30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,unknown,yes
24000,34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
24008,39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,-1,0,unknown,yes
24010,47,admin.,married,secondary,no,3070,no,no,cellular,7,aug,663,4,-1,0,unknown,yes
24045,40,technician,divorced,secondary,no,0,no,no,cellular,7,aug,674,2,-1,0,unknown,yes
24057,50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,2,-1,0,unknown,yes
24058,60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,-1,0,unknown,yes
24134,32,management,single,tertiary,no,4291,no,no,cellular,7,aug,1321,9,-1,0,unknown,yes
24135,57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,797,2,-1,0,unknown,yes
24172,41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,yes
24187,50,technician,married,secondary,no,3176,no,no,cellular,7,aug,670,1,-1,0,unknown,yes
24190,46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,yes
24193,31,management,married,tertiary,no,676,no,no,cellular,7,aug,1182,1,-1,0,unknown,yes
24204,36,technician,single,secondary,no,651,no,no,cellular,7,aug,876,1,-1,0,unknown,yes
24211,45,technician,divorced,secondary,no,2657,no,no,cellular,7,aug,895,3,-1,0,unknown,yes
24251,33,technician,divorced,secondary,no,801,no,no,cellular,7,aug,341,5,-1,0,unknown,yes
24278,41,technician,married,tertiary,no,1517,no,no,cellular,8,aug,193,3,-1,0,unknown,yes
24285,37,technician,single,secondary,no,980,no,no,cellular,8,aug,1306,5,-1,0,unknown,yes
24287,60,management,married,tertiary,no,73,no,no,telephone,8,aug,243,2,-1,0,unknown,yes
24344,47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,unknown,yes
24354,35,management,married,tertiary,no,82,no,no,cellular,8,aug,507,4,-1,0,unknown,yes
24360,47,blue-collar,married,secondary,no,8229,no,no,cellular,8,aug,784,2,-1,0,unknown,yes
24394,38,management,married,tertiary,no,179,no,no,unknown,8,aug,317,4,-1,0,unknown,yes
24407,33,management,married,tertiary,no,1047,no,no,cellular,8,aug,512,4,-1,0,unknown,yes
24409,44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes
24415,31,management,single,tertiary,no,165,no,yes,cellular,8,aug,523,2,-1,0,unknown,yes
24443,31,management,single,tertiary,no,37,no,no,cellular,8,aug,669,2,-1,0,unknown,yes
24445,32,technician,single,secondary,no,40,no,no,cellular,8,aug,419,2,-1,0,unknown,yes
24490,49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown,yes
24493,52,services,married,primary,no,1625,no,no,cellular,8,aug,459,2,-1,0,unknown,yes
